transaction_date,transaction_barcode,warehouse_name,item_number,description,description2,combined_description,item_unit_price
2024-05-24,21133400402972405241458,BAYONNE,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-05-24,21133400402972405241458,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.99
2024-05-24,21133400402972405241458,BAYONNE,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2024-05-24,21133400402972405241458,BAYONNE,328868,/1773119,,,0.0
2024-05-24,21133400402972405241458,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.45
2024-05-24,21133400402972405241458,BAYONNE,1769227,FELON JERKY,12OZ P450 SL270,FELON JERKY 12OZ P450 SL270,13.99
2024-05-24,21133400402972405241458,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-05-24,21133400402972405241458,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2023-06-02,21133420300102306021013,BAYONNE,1634440,MIX BOUQUET,,,16.99
2023-06-02,21133420300102306021013,BAYONNE,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2023-06-02,21133420300102306021013,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2024-02-18,21133400402022402181504,BAYONNE,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-02-18,21133400402022402181504,BAYONNE,384962,KS U/S QTRS,TE9X5 SL90,KS U/S QTRS TE9X5 SL90,12.99
2024-02-18,21133400402022402181504,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-02-18,21133400402022402181504,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.49
2024-02-18,21133400402022402181504,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-02-18,21133400402022402181504,BAYONNE,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2024-02-18,21133400402022402181504,BAYONNE,1300591,CANDY DREAMS,1.36 KG / 3 LB,CANDY DREAMS 1.36 KG / 3 LB,7.99
2024-02-18,21133400402022402181504,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-02-18,21133400402022402181504,BAYONNE,1199652,BUTER CROISS,,,5.99
2024-02-18,21133400402022402181504,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2024-02-18,21133400402022402181504,BAYONNE,323274,/1150189,,,0.0
2024-02-18,21133400402022402181504,BAYONNE,331100,POTATOES,2.27 KG / 5 LB,POTATOES 2.27 KG / 5 LB,8.29
2024-02-18,21133400402022402181504,BAYONNE,1172471,IRISH BUTTER,C15 T9H5 P675  SL90,IRISH BUTTER C15 T9H5 P675  SL90,14.49
2024-02-18,21133400402022402181504,BAYONNE,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2024-02-18,21133400402022402181504,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-02-18,21133400402022402181504,BAYONNE,6659,4LB HONYCRSP,,,6.99
2024-02-18,21133400402022402181504,BAYONNE,38947,FLOUNDER FLT,FILLET,FLOUNDER FLT FILLET,9.99
2024-02-18,21133400402022402181504,BAYONNE,1674525,BANH MI,T10H8   SL 120,BANH MI T10H8   SL 120,9.99
2024-02-18,21133400402022402181504,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2024-02-18,21133400402022402181504,BAYONNE,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-02-18,21133400402022402181504,BAYONNE,1645476,POMPEIAN EVO,EVOO 2L T80H4 SL435,POMPEIAN EVO EVOO 2L T80H4 SL435,18.99
2024-02-18,21133400402022402181504,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,4.89
2025-05-31,21133422600432505311134,BAYONNE,1830626,LEGO ROSES,P840 FY24,LEGO ROSES P840 FY24,18.99
2023-05-15,21133401101632305151238,BAYONNE,19808,SMOKD SALMON,30/16 OZ SL=28 T7X7,SMOKD SALMON 30/16 OZ SL=28 T7X7,16.79
2023-05-15,21133401101632305151238,BAYONNE,29819,FLOUNDER FLT,FILLET,FLOUNDER FLT FILLET,9.99
2023-05-15,21133401101632305151238,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-05-15,21133401101632305151238,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-05-15,21133401101632305151238,BAYONNE,1126125,PULL-UPSPLUS,BOY/GIRL P40,PULL-UPSPLUS BOY/GIRL P40,41.99
2023-05-15,21133401101632305151238,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,13.99
2023-05-15,21133401101632305151238,BAYONNE,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,9.99
2023-05-15,21133401101632305151238,BAYONNE,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2023-05-15,21133401101632305151238,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2023-05-15,21133401101632305151238,BAYONNE,1632656,POPCORNERS,P48 T12H4 SL75,POPCORNERS P48 T12H4 SL75,13.99
2023-05-15,21133401101632305151238,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-05-15,21133401101632305151238,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-05-15,21133401101632305151238,BAYONNE,1169942,GINGER BEER,12/9.3OZ          P156,GINGER BEER 12/9.3OZ          P156,15.99
2023-05-15,21133401101632305151238,BAYONNE,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2024-05-11,21133401103032405111432,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-05-11,21133401103032405111432,BAYONNE,1073013,KS 100% OJ,T10H5C4 P200 SL45 DOM70,KS 100% OJ T10H5C4 P200 SL45 DOM70,13.69
2024-05-11,21133401103032405111432,BAYONNE,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2024-05-11,21133401103032405111432,BAYONNE,1011378,CHICK PEAS,P240 .,CHICK PEAS P240 .,7.99
2024-05-11,21133401103032405111432,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-05-11,21133401103032405111432,BAYONNE,1615722,HOT HONEY,24 OZ P800,HOT HONEY 24 OZ P800,6.97
2024-05-11,21133401103032405111432,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-05-11,21133401103032405111432,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-05-11,21133401103032405111432,BAYONNE,1634440,MIX BOUQUET,,,16.99
2024-05-11,21133401103032405111432,BAYONNE,1672408,BK:READER,HARPERCOLLINS/,BK:READER HARPERCOLLINS/,8.79
2024-05-11,21133401103032405111432,BAYONNE,1467370,KS SHRIMP,CA 608G US 908G 6X6 P576,KS SHRIMP CA 608G US 908G 6X6 P576,21.49
2024-05-11,21133401103032405111432,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-05-11,21133401103032405111432,BAYONNE,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,6.49
2024-05-11,21133401103032405111432,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-05-11,21133401103032405111432,BAYONNE,1504495,CREST CMPLTE,5-PACK X 8.2 OZ      P300,CREST CMPLTE 5-PACK X 8.2 OZ      P300,15.49
2024-05-11,21133401103032405111432,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-05-11,21133401103032405111432,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.99
2024-05-11,21133401103032405111432,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-05-11,21133401103032405111432,BAYONNE,568915,ORG CUCUMBER,,,6.99
2024-05-11,21133401103032405111432,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.99
2024-05-11,21133401103032405111432,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-05-11,21133401103032405111432,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2025-03-15,21133400902152503151313,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-03-15,21133400902152503151313,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.47
2025-03-15,21133400902152503151313,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-03-15,21133400902152503151313,BAYONNE,7949,4LB PINK LDY,,,6.49
2025-03-15,21133400902152503151313,BAYONNE,362996,TERRA DLYSSA,ORGANIC OLIVE OIL    P336,TERRA DLYSSA ORGANIC OLIVE OIL    P336,14.99
2025-03-15,21133400902152503151313,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-03-15,21133400902152503151313,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-03-15,21133400902152503151313,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2025-03-15,21133400902152503151313,BAYONNE,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-03-15,21133400902152503151313,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2025-03-15,21133400902152503151313,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-03-15,21133400902152503151313,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-03-15,21133400902152503151313,BAYONNE,350147,/ 595006,,,0.0
2025-03-15,21133400902152503151313,BAYONNE,19452,ORG CHKTENDR,TENDERLOIN SADDLEPACK,ORG CHKTENDR TENDERLOIN SADDLEPACK,5.99
2025-03-15,21133400902152503151313,BAYONNE,1540707,ORANGE GUAVA,NECTAR 128OZ SL243,ORANGE GUAVA NECTAR 128OZ SL243,5.99
2025-03-15,21133400902152503151313,BAYONNE,1710454,KEW MAYO,T10H5  SL 270  P800,KEW MAYO T10H5  SL 270  P800,6.49
2025-03-15,21133400902152503151313,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2025-03-15,21133400902152503151313,BAYONNE,789551,SALTED CARM,MILK CHOC/ P480   SL285,SALTED CARM MILK CHOC/ P480   SL285,12.49
2025-03-15,21133400902152503151313,BAYONNE,348894,/SANDERS,,,0.0
2025-03-15,21133400902152503151313,BAYONNE,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,12.99
2023-11-19,21133400800542311191117,BAYONNE,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2023-11-19,21133400800542311191117,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-11-19,21133400800542311191117,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-11-19,21133400800542311191117,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-11-19,21133400800542311191117,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-11-19,21133400800542311191117,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2023-11-19,21133400800542311191117,BAYONNE,833684,KS TORT CHIP,P96 T32H3   SL120,KS TORT CHIP P96 T32H3   SL120,5.99
2023-11-19,21133400800542311191117,BAYONNE,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2023-11-19,21133400800542311191117,BAYONNE,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2023-11-19,21133400800542311191117,BAYONNE,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.99
2023-11-19,21133400800542311191117,BAYONNE,315684,/1136340,,,0.0
2023-11-19,21133400800542311191117,BAYONNE,1684499,KSBLUEDISH,DISH SOAP 90OZ    P240,KSBLUEDISH DISH SOAP 90OZ    P240,7.99
2023-11-19,21133400800542311191117,BAYONNE,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,12.49
2023-11-19,21133400800542311191117,BAYONNE,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-11-19,21133400800542311191117,BAYONNE,1742835,**KS TOWEL**,P20/P40/P54 NO INNER POLY,**KS TOWEL** P20/P40/P54 NO INNER POLY,19.49
2023-11-19,21133400800542311191117,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-11-19,21133400800542311191117,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-11-19,21133400800542311191117,BAYONNE,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-11-19,21133400800542311191117,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,6.49
2023-11-19,21133400800542311191117,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-11-19,21133400800542311191117,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-11-19,21133400800542311191117,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2025-10-19,21133400901722510191458,BAYONNE,384962,KS U/S QTRS,SL90,KS U/S QTRS SL90,11.99
2025-10-19,21133400901722510191458,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.49
2025-10-19,21133400901722510191458,BAYONNE,21046,TOMATO MEDLE,,,7.99
2025-10-19,21133400901722510191458,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-10-19,21133400901722510191458,BAYONNE,1116045,PRAWN HACAO,2.45LBS 8X4 P512,PRAWN HACAO 2.45LBS 8X4 P512,15.49
2025-10-19,21133400901722510191458,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-10-19,21133400901722510191458,BAYONNE,364865,/  595006,,,0.0
2025-10-19,21133400901722510191458,BAYONNE,21020,VINE TOMATO,,,8.99
2025-10-19,21133400901722510191458,BAYONNE,1794528,BLULANDDISH,110CT 26Z PCH C8T10H4P320,BLULANDDISH 110CT 26Z PCH C8T10H4P320,24.99
2025-10-19,21133400901722510191458,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-10-19,21133400901722510191458,BAYONNE,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,10.39
2025-10-19,21133400901722510191458,BAYONNE,20522,BUTTERNUT SQ,FRESH CUT 2 LBS,BUTTERNUT SQ FRESH CUT 2 LBS,6.99
2025-10-19,21133400901722510191458,BAYONNE,6659,4LB HONYCRSP,,,6.99
2025-10-19,21133400901722510191458,BAYONNE,633561,KS DICED TOM,P240 SL180,KS DICED TOM P240 SL180,8.99
2025-10-19,21133400901722510191458,BAYONNE,33845,FRYER THIGHS,,,1.79
2025-10-19,21133400901722510191458,BAYONNE,518161,BAR SPAGHETI,P=224   T28H8,BAR SPAGHETI P=224   T28H8,9.99
2025-10-19,21133400901722510191458,BAYONNE,36886,ORGANIC GT,,,19.99
2025-10-19,21133400901722510191458,BAYONNE,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,12.39
2025-10-19,21133400901722510191458,BAYONNE,7554,SARDINES,6/4.37 OZ  P650,SARDINES 6/4.37 OZ  P650,10.69
2025-10-19,21133400901722510191458,BAYONNE,206364,SLICED MOZZ,00509 SL45 T10H8,SLICED MOZZ 00509 SL45 T10H8,8.69
2025-10-19,21133400901722510191458,BAYONNE,103431,PENNE PASTA,P=114,PENNE PASTA P=114,10.49
2025-10-19,21133400901722510191458,BAYONNE,910270,ORG GRE BEAN,,,7.49
2025-10-19,21133400901722510191458,BAYONNE,7725,APPLE PECAN,,,8.99
2025-10-19,21133400901722510191458,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2025-10-19,21133400901722510191458,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-10-19,21133400901722510191458,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2025-10-19,21133400901722510191458,BAYONNE,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,3.99
2025-10-19,21133400901722510191458,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-10-19,21133400901722510191458,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-10-19,21133400901722510191458,BAYONNE,10912,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,13.99
2023-02-05,21133400700152302051034,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-02-05,21133400700152302051034,BAYONNE,800182,BREAD ITALIA,SCHMIDT         SL9,BREAD ITALIA SCHMIDT         SL9,3.99
2023-02-05,21133400700152302051034,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-02-05,21133400700152302051034,BAYONNE,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",4.99
2023-02-05,21133400700152302051034,BAYONNE,1461056,BABY CUKE,,,6.99
2023-02-05,21133400700152302051034,BAYONNE,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2023-02-05,21133400700152302051034,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,7.49
2023-02-05,21133400700152302051034,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,20.99
2023-02-05,21133400700152302051034,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-02-05,21133400700152302051034,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-02-05,21133400700152302051034,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.29
2023-02-05,21133400700152302051034,BAYONNE,47739,DRUMSTICKS,,,0.99
2023-02-05,21133400700152302051034,BAYONNE,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,5.39
2023-02-05,21133400700152302051034,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2024-02-03,21133400801242402031217,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.99
2024-02-03,21133400801242402031217,BAYONNE,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-02-03,21133400801242402031217,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,12.99
2024-02-03,21133400801242402031217,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-02-03,21133400801242402031217,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.49
2024-02-03,21133400801242402031217,BAYONNE,1747982,LESSER EVIL,ORG POPCORN P108 SL180,LESSER EVIL ORG POPCORN P108 SL180,5.99
2024-02-03,21133400801242402031217,BAYONNE,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-02-03,21133400801242402031217,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2024-02-03,21133400801242402031217,BAYONNE,568915,ORG CUCUMBER,,,5.99
2024-02-03,21133400801242402031217,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-02-03,21133400801242402031217,BAYONNE,617686,SOFTSOAP,2X2.36L P128,SOFTSOAP 2X2.36L P128,11.99
2024-02-03,21133400801242402031217,BAYONNE,1300591,CANDY DREAMS,1.36 KG / 3 LB,CANDY DREAMS 1.36 KG / 3 LB,5.99
2024-02-03,21133400801242402031217,BAYONNE,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-02-03,21133400801242402031217,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-02-03,21133400801242402031217,BAYONNE,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2024-02-03,21133400801242402031217,BAYONNE,1779161,CHILI CRISP,10 OZ SL182 P240,CHILI CRISP 10 OZ SL182 P240,14.79
2024-02-03,21133400801242402031217,BAYONNE,322535,/1779161,,,0.0
2024-02-03,21133400801242402031217,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-02-03,21133400801242402031217,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2024-02-03,21133400801242402031217,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-02-03,21133400801242402031217,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-02-03,21133400801242402031217,BAYONNE,22093,KS SHRP CHDR,EC20T9H5 W12T13H5   SL130,KS SHRP CHDR EC20T9H5 W12T13H5   SL130,4.99
2024-02-03,21133400801242402031217,BAYONNE,1729556,KS COLD&FLU,CPLT 168CT     T4H6 MPK30,KS COLD&FLU CPLT 168CT     T4H6 MPK30,9.99
2024-02-03,21133400801242402031217,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2024-02-03,21133400801242402031217,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2025-05-25,21133400701712505251307,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2025-05-25,21133400701712505251307,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-05-25,21133400701712505251307,BAYONNE,355155,/720650,,,0.0
2025-05-25,21133400701712505251307,BAYONNE,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,21.49
2025-05-25,21133400701712505251307,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,19.99
2025-05-25,21133400701712505251307,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-05-25,21133400701712505251307,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-05-25,21133400701712505251307,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-05-25,21133400701712505251307,BAYONNE,1336632,BEAN SALAD,T8H6  C12  SL28,BEAN SALAD T8H6  C12  SL28,9.89
2025-05-25,21133400701712505251307,BAYONNE,354580,/1336632,,,0.0
2025-05-25,21133400701712505251307,BAYONNE,6130,4LB WILDTWST,,,8.49
2025-05-25,21133400701712505251307,BAYONNE,7169,PEACHES,3LB,PEACHES 3LB,6.99
2025-05-25,21133400701712505251307,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,6.99
2025-05-25,21133400701712505251307,BAYONNE,44796,BRANZINO,FARM RAISED,BRANZINO FARM RAISED,8.99
2025-05-25,21133400701712505251307,BAYONNE,1212860,KS S&C GRNLA,CHOC GRANOLA P252 SL270,KS S&C GRNLA CHOC GRANOLA P252 SL270,11.59
2025-05-25,21133400701712505251307,BAYONNE,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,8.19
2025-05-25,21133400701712505251307,BAYONNE,362996,TERRA DLYSSA,ORGANIC OLIVE OIL    P336,TERRA DLYSSA ORGANIC OLIVE OIL    P336,14.99
2025-05-25,21133400701712505251307,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.49
2025-08-02,21133400701322508021205,BAYONNE,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.99
2025-08-02,21133400701322508021205,BAYONNE,121288,ORG BELLAS,,,5.99
2025-08-02,21133400701322508021205,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-08-02,21133400701322508021205,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-08-02,21133400701322508021205,BAYONNE,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,21.99
2025-08-02,21133400701322508021205,BAYONNE,30124,SNAPPER,,,9.99
2025-08-02,21133400701322508021205,BAYONNE,1619921,SPINDRIFT,LIME/GFRUIT/LEMN,SPINDRIFT LIME/GFRUIT/LEMN,18.99
